course_id,name,rating,reviews,Platform,actual_sentiment,preprocessed,flattened_reviews,sentiment
motivate-people-teams,Inspiring and Motivating Individuals,5.0,"Very clear and simple explanations, making it much easier to get comfortable with scary things such as logarithms.",Coursera,1,"['clear', 'simple', 'explanation', 'making', 'much', 'easier', 'get', 'comfortable', 'scary', 'thing', 'logarithm']",clear simple explanation making much easier get comfortable scary thing logarithm,Positive
gcp-fundamentals,Google Cloud Platform Fundamentals: Core Infrastructure,4.0,"from this course , i learbt abpout SDG Goals",Coursera,1,"['course', 'learbt', 'abpout', 'sdg', 'goal']",course learbt abpout sdg goal,Positive
python-data-analysis,Introduction to Data Science in Python,4.0,I have truly enjoyed the format and content of this course! Excellent! ,Coursera,1,"['truly', 'enjoyed', 'format', 'content', 'course', 'excellent']",truly enjoyed format content course excellent,Positive
700540,The Complete Android Oreo Developer Course - Build 23 Apps!,5.0,"Love it! Quick and straight -to-the-point, after 60 minutes I am already smarter.",Udemy,1,"['love', 'quick', 'straight', 'point', 'minute', 'already', 'smarter']",love quick straight point minute already smarter,Positive
1166306,Learn Bootstrap By Building Projects - Includes Bootstrap 4,4.0,"The narration is clear, precise, uncluttered, and understandable. So far (up to lesson #5) i'm following the course very well. I'll be interested to see how I go as the course progresses! Thank you :-)",Udemy,1,"['narration', 'clear', 'precise', 'uncluttered', 'understandable', 'far', 'lesson', 'following', 'course', 'well', 'interested', 'see', 'go', 'course', 'progress', 'thank']",narration clear precise uncluttered understandable far lesson following course well interested see go course progress thank,Positive
os-power-user,Operating Systems and You: Becoming a Power User,5.0,Great course very insightful,Coursera,1,"['great', 'course', 'insightful']",great course insightful,Positive
os-power-user,Operating Systems and You: Becoming a Power User,3.0,Great course in very easy way.Learn very much needed concepts.Happy with this.,Coursera,0,"['great', 'course', 'easy', 'way', 'learn', 'much', 'needed', 'concept', 'happy']",great course easy way learn much needed concept happy,Positive
corp-sustainability,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,5.0,The very first reason to opt for this course is that it gives you knowledge which you can directly apply to your running business and the assignments are really enough to open one's mind in business world.,Coursera,1,"['first', 'reason', 'opt', 'course', 'give', 'knowledge', 'directly', 'apply', 'running', 'business', 'assignment', 'really', 'enough', 'open', 'one', 'mind', 'business', 'world']",first reason opt course give knowledge directly apply running business assignment really enough open one mind business world,Positive
535622,Flutter & Dart - The Complete Flutter App Development Course,5.0,Clear details and explanation so far,Udemy,1,"['clear', 'detail', 'explanation', 'far']",clear detail explanation far,Positive
r-programming,R Programming,5.0,"the course should focus on the skills of data querying and sampling, it does not explain matplotlib and how to improve data sampling, although it is a course for beginners, it has many errors",Coursera,1,"['course', 'focus', 'skill', 'data', 'querying', 'sampling', 'explain', 'matplotlib', 'improve', 'data', 'sampling', 'although', 'course', 'beginner', 'many', 'error']",course focus skill data querying sampling explain matplotlib improve data sampling although course beginner many error,Positive
ai-for-everyone,AI For Everyone,5.0,An ideal course for intending data scientists! It's very engaging. Thanksto the failitators.,Coursera,1,"['ideal', 'course', 'intending', 'data', 'scientist', 'engaging', 'thanksto', 'failitators']",ideal course intending data scientist engaging thanksto failitators,Positive
ai-for-everyone,AI For Everyone,5.0,Awesome Course!! learned a lot :),Coursera,1,"['awesome', 'course', 'learned', 'lot']",awesome course learned lot,Positive
science-exercise,Science of Exercise,5.0,In-depth and easy to understand material on a very complex topic. Well done!,Coursera,1,"['depth', 'easy', 'understand', 'material', 'complex', 'topic', 'well', 'done']",depth easy understand material complex topic well done,Positive
983354,The Complete JavaScript Course For Web Development Beginners,2.5,There is nothing in this course to learn from the video. I can learn from the documentation itself. Because the video content was very dry instead of making it interesting for user.,Udemy,-1,"['nothing', 'course', 'learn', 'video', 'learn', 'documentation', 'video', 'content', 'dry', 'instead', 'making', 'interesting', 'user']",nothing course learn video learn documentation video content dry instead making interesting user,Neutral
1638522,Apache Spark with Python - Learn by Doing,5.0,"Nice introduction course at an ok level. Some previous experience with programming in C# is an advantage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['nice', 'introduction', 'course', 'ok', 'level', 'previous', 'experience', 'programming', 'c', 'advantage']",nice introduction course ok level previous experience programming c advantage,Positive
drug-development,Drug Development,3.0,"The course is great with slides provided. However, if students who post their questions in forum could be answered with detailed explanations instead of other questions, it would help them in a more effective way. ",Coursera,0,"['course', 'great', 'slide', 'provided', 'however', 'student', 'post', 'question', 'forum', 'could', 'answered', 'detailed', 'explanation', 'instead', 'question', 'would', 'help', 'effective', 'way']",course great slide provided however student post question forum could answered detailed explanation instead question would help effective way,Positive
1358300,Python 3 Network Programming - Build 5 Network Applications,5.0,Awesome tutorial . i will recommend every spring beginner  to join this course.,Udemy,1,"['awesome', 'tutorial', 'recommend', 'every', 'spring', 'beginner', 'join', 'course']",awesome tutorial recommend every spring beginner join course,Positive
dog-emotion-and-cognition,Dog Emotion and Cognition,4.0,"Thank you, Professor Ronald Guymon! Introduction to Accounting Data Analytics and Visualization is an immersive experience. The combination of discrete data and excel can result in visually appealing presentations such as Scatter Plots, Box and Whisker Diagram, and Pivot Tables. The implementation of the Regression Line (best-fit line) helps to derive values of R Square, Significance F and P. Kudos to you!",Coursera,1,"['thank', 'professor', 'ronald', 'guymon', 'introduction', 'accounting', 'data', 'analytics', 'visualization', 'immersive', 'experience', 'combination', 'discrete', 'data', 'excel', 'result', 'visually', 'appealing', 'presentation', 'scatter', 'plot', 'box', 'whisker', 'diagram', 'pivot', 'table', 'implementation', 'regression', 'line', 'best', 'fit', 'line', 'help', 'derive', 'value', 'r', 'square', 'significance', 'f', 'p', 'kudos']",thank professor ronald guymon introduction accounting data analytics visualization immersive experience combination discrete data excel result visually appealing presentation scatter plot box whisker diagram pivot table implementation regression line best fit line help derive value r square significance f p kudos,Positive
1323462,How to Program Games: Tile Classics in JS for HTML5 Canvas,3.5,"Because, I'm learning things that I didn't know before. The things that I'm learning are really cool!",Udemy,0,"['learning', 'thing', 'know', 'thing', 'learning', 'really', 'cool']",learning thing know thing learning really cool,Positive
nlp-sequence-models,Sequence Models,4.0,That was a very interesting course,Coursera,1,"['interesting', 'course']",interesting course,Positive
careerdevelopment,English for Career Development,4.0,"I loved doing this course ! I learned about tools and techniques which can help me study all life long in a more relaxed way and, most certainly, without stress. Each lesson was easy to understand and Barb Oakley is a wonderful teacher.",Coursera,1,"['loved', 'course', 'learned', 'tool', 'technique', 'help', 'study', 'life', 'long', 'relaxed', 'way', 'certainly', 'without', 'stress', 'lesson', 'easy', 'understand', 'barb', 'oakley', 'wonderful', 'teacher']",loved course learned tool technique help study life long relaxed way certainly without stress lesson easy understand barb oakley wonderful teacher,Positive
python-databases,Using Databases with Python,5.0,This is a wonderful course for those who are trying to start learning to program. Though I was not a beginner the whole concept was very clear to me now. That's awesome. I highly recommend this course. ,Coursera,1,"['wonderful', 'course', 'trying', 'start', 'learning', 'program', 'though', 'beginner', 'whole', 'concept', 'clear', 'awesome', 'highly', 'recommend', 'course']",wonderful course trying start learning program though beginner whole concept clear awesome highly recommend course,Positive
1282020,Oracle Database Administration Cloud Backup and Recovery,4.0,"Awesome Explanation on version control, best design patterns and android basics",Udemy,1,"['awesome', 'explanation', 'version', 'control', 'best', 'design', 'pattern', 'android', 'basic']",awesome explanation version control best design pattern android basic,Positive
734686,Ionic 3 - Learn How to Design Ionic Apps,4.0,Frank is a great knowledgeable instructor. Highly recommended!,Udemy,1,"['frank', 'great', 'knowledgeable', 'instructor', 'highly', 'recommended']",frank great knowledgeable instructor highly recommended,Positive
uva-darden-design-thinking-innovation,Design Thinking for Innovation,5.0,this course is for everyone.thanks to coursera team and Maya mam and most importantly STANFORD UNIVERSITY for providing this course.,Coursera,1,"['course', 'everyone', 'thanks', 'coursera', 'team', 'maya', 'mam', 'importantly', 'stanford', 'university', 'providing', 'course']",course everyone thanks coursera team maya mam importantly stanford university providing course,Positive
uva-darden-design-thinking-innovation,Design Thinking for Innovation,5.0,this course is everything you need to launch your path into clinical research,Coursera,1,"['course', 'everything', 'need', 'launch', 'path', 'clinical', 'research']",course everything need launch path clinical research,Positive
642102,Ultimate WordPress Plugin Course,5.0,The videos are well made. The instructor is cheerful and eloquently explains her ideas.,Udemy,1,"['video', 'well', 'made', 'instructor', 'cheerful', 'eloquently', 'explains', 'idea']",video well made instructor cheerful eloquently explains idea,Positive
1241254,REST API Testing(Automation) from scratch-Rest Assured java,5.0,Clear and pragmatic.,Udemy,1,"['clear', 'pragmatic']",clear pragmatic,Positive
construction-project-management,Construction Project Management,5.0,So well explained and presented that an absolute beginner can grasp all the details...,Coursera,1,"['well', 'explained', 'presented', 'absolute', 'beginner', 'grasp', 'detail']",well explained presented absolute beginner grasp detail,Positive
551498,Scala Programming For Beginners Complete Guide*,3.0,One of best course WordPress REST API. Thanks Zac,Udemy,0,"['one', 'best', 'course', 'wordpress', 'rest', 'api', 'thanks', 'zac']",one best course wordpress rest api thanks zac,Positive
terrorism,Terrorism and Counterterrorism: Comparing Theory and Practice,5.0,SUPER GOOD .,Coursera,1,"['super', 'good']",super good,Positive
python-data,Python Data Structures,5.0,Good overview of construction management.,Coursera,1,"['good', 'overview', 'construction', 'management']",good overview construction management,Positive
gcp-infrastructure-foundation,Essential Google Cloud Infrastructure: Foundation,5.0,Thank you so much!!!,Coursera,1,"['thank', 'much']",thank much,Positive
data-science-methodology,Data Science Methodology,4.0,learned more than i ever thought was possible about SUD!,Coursera,1,"['learned', 'ever', 'thought', 'possible', 'sud']",learned ever thought possible sud,Positive
english-principles,Teach English Now! Foundational Principles,5.0,"Very good teacher, explaining with patience basic concepts so that everybody can understand them, and he's also funny!",Coursera,1,"['good', 'teacher', 'explaining', 'patience', 'basic', 'concept', 'everybody', 'understand', 'also', 'funny']",good teacher explaining patience basic concept everybody understand also funny,Positive
221674,AWS Data Architect Bootcamp - 43 Services 500 FAQs 20+ Tools,5.0,Excellent course ....,Udemy,1,"['excellent', 'course']",excellent course,Positive
what-is-datascience,What is Data Science?,5.0,easy to understand and funny Assignment,Coursera,1,"['easy', 'understand', 'funny', 'assignment']",easy understand funny assignment,Positive
gcp-fundamentals,Google Cloud Platform Fundamentals: Core Infrastructure,4.0,Full of insight that benefits me as a beginner in JIRA.,Coursera,1,"['full', 'insight', 'benefit', 'beginner', 'jira']",full insight benefit beginner jira,Positive
excel-data-analysis,Introduction to Data Analysis Using Excel,4.0,Very good course and the Instructor was just awesome.,Coursera,1,"['good', 'course', 'instructor', 'awesome']",good course instructor awesome,Positive
nlp-sequence-models,Sequence Models,5.0,"the best course out there , loved the included restaurant project ",Coursera,1,"['best', 'course', 'loved', 'included', 'restaurant', 'project']",best course loved included restaurant project,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,5.0,Excellent way of teaching at a pace which provides a lot of room for practice.  ,Coursera,1,"['excellent', 'way', 'teaching', 'pace', 'provides', 'lot', 'room', 'practice']",excellent way teaching pace provides lot room practice,Positive
1409142,Unity Game Development Build 2D & 3D Games,4.0,"Loving it. Short, sweet lectures, on point and very clear.",Udemy,1,"['loving', 'short', 'sweet', 'lecture', 'point', 'clear']",loving short sweet lecture point clear,Positive
computer-networking,The Bits and Bytes of Computer Networking,5.0,Amazing course. There are plenty of techniques to beat the usual procrastination and importantly it changes the mindset to learn new things. I recommend this course to everyone regardless of his/her academic status.,Coursera,1,"['amazing', 'course', 'plenty', 'technique', 'beat', 'usual', 'procrastination', 'importantly', 'change', 'mindset', 'learn', 'new', 'thing', 'recommend', 'course', 'everyone', 'regardless', 'academic', 'status']",amazing course plenty technique beat usual procrastination importantly change mindset learn new thing recommend course everyone regardless academic status,Positive
gcp-fundamentals,Google Cloud Platform Fundamentals: Core Infrastructure,2.0,"For me, there was a large gap on time between when course 4 and 5 were offered (months).  This unfortunately was enough for me to forget everything I learned about Keras.  Of course, this course assumes you know Keras so I was behind for the labsMaterial is interesting though.",Coursera,-1,"['large', 'gap', 'time', 'course', 'offered', 'month', 'unfortunately', 'enough', 'forget', 'everything', 'learned', 'kera', 'course', 'course', 'assumes', 'know', 'kera', 'behind', 'labsmaterial', 'interesting', 'though']",large gap time course offered month unfortunately enough forget everything learned kera course course assumes know kera behind labsmaterial interesting though,Positive
data-scientists-tools,The Data Scientists Toolbox,5.0,it was an amazing experience. learned more about the feminist moments and how society should change and adapt to bring equality,Coursera,1,"['amazing', 'experience', 'learned', 'feminist', 'moment', 'society', 'change', 'adapt', 'bring', 'equality']",amazing experience learned feminist moment society change adapt bring equality,Positive
647428,Spring & Hibernate for Beginners (includes Spring Boot),4.0,A great course that even has basic and more detailed information!,Udemy,1,"['great', 'course', 'even', 'basic', 'detailed', 'information']",great course even basic detailed information,Positive
1241254,PHP for Beginners: How to Build an E-Commerce Store,4.5,My experience with this course is great. The visuals on MVP setup is really good. It was so helpful,Udemy,1,"['experience', 'course', 'great', 'visuals', 'mvp', 'setup', 'really', 'good', 'helpful']",experience course great visuals mvp setup really good helpful,Positive
probability-intro,Introduction to Probability and Data with R,4.0,"This course was really helpful with respect to understanding Data Science, Data Scientist,  Career prospective of Data Scientist and use of Data Science within the organization. Notes of Murtaza Haider are worth reading and understanding.",Coursera,1,"['course', 'really', 'helpful', 'respect', 'understanding', 'data', 'science', 'data', 'scientist', 'career', 'prospective', 'data', 'scientist', 'use', 'data', 'science', 'within', 'organization', 'note', 'murtaza', 'haider', 'worth', 'reading', 'understanding']",course really helpful respect understanding data science data scientist career prospective data scientist use data science within organization note murtaza haider worth reading understanding,Positive
clinical-data-management,Data Management for Clinical Research,4.0,SUPER NICE!,Coursera,1,"['super', 'nice']",super nice,Positive
vital-signs,Vital Signs: Understanding What the Body Is Telling Us,4.0,"Overall it is a good course, but need to add more electrical and mechanical concepts of turbine.",Coursera,1,"['overall', 'good', 'course', 'need', 'add', 'electrical', 'mechanical', 'concept', 'turbine']",overall good course need add electrical mechanical concept turbine,Positive
aws-machine-learning,Getting Started with AWS Machine Learning,2.0,"Very nice course, I learned practical skills which I can use for my daily work. He could go a bit more into the math details and derive a few things. The practical exercises provided a very big and nice skeleton, so I hardly had to do any debugging to find typos. Most often you get the implementation right in the first attempt. The programming exercises could have been made a bit more difficult.",Coursera,-1,"['nice', 'course', 'learned', 'practical', 'skill', 'use', 'daily', 'work', 'could', 'go', 'bit', 'math', 'detail', 'derive', 'thing', 'practical', 'exercise', 'provided', 'big', 'nice', 'skeleton', 'hardly', 'debugging', 'find', 'typo', 'often', 'get', 'implementation', 'right', 'first', 'attempt', 'programming', 'exercise', 'could', 'made', 'bit', 'difficult']",nice course learned practical skill use daily work could go bit math detail derive thing practical exercise provided big nice skeleton hardly debugging find typo often get implementation right first attempt programming exercise could made bit difficult,Positive
947098,Javascript - From Beginner to Pro-Build real world JS apps,5.0,"Good explanations but a little to fast. Had to rewind sometime to actually stop where I wanted while I copied the command to test. Also, I found that GIT --global for merge and diff tools evolved, and video needs to be updated, though correct command is intuitive after some trial and error from the command presented in the video.",Udemy,1,"['good', 'explanation', 'little', 'fast', 'rewind', 'sometime', 'actually', 'stop', 'wanted', 'copied', 'command', 'test', 'also', 'found', 'git', 'global', 'merge', 'diff', 'tool', 'evolved', 'video', 'need', 'updated', 'though', 'correct', 'command', 'intuitive', 'trial', 'error', 'command', 'presented', 'video']",good explanation little fast rewind sometime actually stop wanted copied command test also found git global merge diff tool evolved video need updated though correct command intuitive trial error command presented video,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,5.0,Excellent. Every High school and freshman college student should take this course.,Coursera,1,"['excellent', 'every', 'high', 'school', 'freshman', 'college', 'student', 'take', 'course']",excellent every high school freshman college student take course,Positive
natural-language-processing-tensorflow,Natural Language Processing in TensorFlow,5.0,"Outstanding offering, especially in the current social, political, and environmental climate.",Coursera,1,"['outstanding', 'offering', 'especially', 'current', 'social', 'political', 'environmental', 'climate']",outstanding offering especially current social political environmental climate,Positive
2369426,The Ultimate Guide to Game Development with Unity 2019,5.0,"Looks good so far"", it's a good overview,"" I disagree with other opinions that the presenter is not """"""""engaging the audience"""""""""","" the delivery is quite good. I particularly value the advise regarding what might be useful and what not so much for the exam itself. Looking forward to the rest of the course.""""",Udemy,1,"['look', 'good', 'far', 'good', 'overview', 'disagree', 'opinion', 'presenter', 'engaging', 'audience', 'delivery', 'quite', 'good', 'particularly', 'value', 'advise', 'regarding', 'might', 'useful', 'much', 'exam', 'looking', 'forward', 'rest', 'course']",look good far good overview disagree opinion presenter engaging audience delivery quite good particularly value advise regarding might useful much exam looking forward rest course,Positive
1099956,Projects in PHP and MySQL,3.5,"Good content, excellent instructions",Udemy,0,"['good', 'content', 'excellent', 'instruction']",good content excellent instruction,Positive
wharton-marketing,Introduction to Marketing,5.0,I am very glad to attend this course. Thank you very much to all team who prepared that course. Special thank to Dr.  Barbara Fredrickson! I am strongly determined to learn more about Positive Psychology and try to live in my life more...  ,Coursera,1,"['glad', 'attend', 'course', 'thank', 'much', 'team', 'prepared', 'course', 'special', 'thank', 'dr', 'barbara', 'fredrickson', 'strongly', 'determined', 'learn', 'positive', 'psychology', 'try', 'live', 'life']",glad attend course thank much team prepared course special thank dr barbara fredrickson strongly determined learn positive psychology try live life,Positive
modern-art-ideas,Modern Art & Ideas,5.0,Swirl() is a very useful way to learn R.,Coursera,1,"['swirl', 'useful', 'way', 'learn', 'r']",swirl useful way learn r,Positive
data-scientists-tools,The Data Scientists Toolbox,5.0,It was an awesome first week.  Great second week. From the third week I couldn't understand the concept being taught. It was hard to understand the professor and follow along. The terminology being used is advanced and it was too hard for me to pay for the course and then have to do my own research to catch up.,Coursera,1,"['awesome', 'first', 'week', 'great', 'second', 'week', 'third', 'week', 'understand', 'concept', 'taught', 'hard', 'understand', 'professor', 'follow', 'along', 'terminology', 'used', 'advanced', 'hard', 'pay', 'course', 'research', 'catch']",awesome first week great second week third week understand concept taught hard understand professor follow along terminology used advanced hard pay course research catch,Positive
r-programming,R Programming,4.0,The course is very good but somewhere along the course I got lost. But I guess that's my fault.,Coursera,1,"['course', 'good', 'somewhere', 'along', 'course', 'got', 'lost', 'guess', 'fault']",course good somewhere along course got lost guess fault,Positive
introduction-to-ai,Introduction to Artificial Intelligence (AI),4.0,thank you soo much sir for teaching me this pythone course as nobody else can teac me thanks alot sir,Coursera,1,"['thank', 'soo', 'much', 'sir', 'teaching', 'pythone', 'course', 'nobody', 'else', 'teac', 'thanks', 'alot', 'sir']",thank soo much sir teaching pythone course nobody else teac thanks alot sir,Positive
python-for-applied-data-science-ai,Python for Data Science and AI,3.0,I believe it is the hardest concept throughout this course but Andrew explained it clearly and it is easy to understand.,Coursera,0,"['believe', 'hardest', 'concept', 'throughout', 'course', 'andrew', 'explained', 'clearly', 'easy', 'understand']",believe hardest concept throughout course andrew explained clearly easy understand,Positive
probability-intro,Introduction to Probability and Data with R,5.0,This course was very informative especially for new project managers. Prof. Yael delivered very effective and interesting discussions. Thank you for imparting your knowledge in Project Planning and Management to us.,Coursera,1,"['course', 'informative', 'especially', 'new', 'project', 'manager', 'prof', 'yael', 'delivered', 'effective', 'interesting', 'discussion', 'thank', 'imparting', 'knowledge', 'project', 'planning', 'management', 'u']",course informative especially new project manager prof yael delivered effective interesting discussion thank imparting knowledge project planning management u,Positive
1225030,Kotlin for Android & Java Developers: Clean Code on Android,5.0,Good one. Should try now!,Udemy,1,"['good', 'one', 'try']",good one try,Positive
supply-chain-logistics,Supply Chain Logistics,5.0,"There were several problems with the labs for several days,  and the staff didn't offer any solution.",Coursera,1,"['several', 'problem', 'lab', 'several', 'day', 'staff', 'offer', 'solution']",several problem lab several day staff offer solution,Positive
learn-chinese,Chinese for Beginners,5.0,"The course was very informative and enlightening, providing a comprehensive initial understanding of what dyslexia is, how it can be informally assessed and which ways a teacher can help their student(s). Completing this course has given me confidence that, as an EFL teacher, I am better informed as to how to detect and assist my students more effectively with any difficulties they may have in reading and writing. I highly recommend this course to any and all fellow teachers, no matter their domain.",Coursera,1,"['course', 'informative', 'enlightening', 'providing', 'comprehensive', 'initial', 'understanding', 'dyslexia', 'informally', 'assessed', 'way', 'teacher', 'help', 'student', 'completing', 'course', 'given', 'confidence', 'efl', 'teacher', 'better', 'informed', 'detect', 'assist', 'student', 'effectively', 'difficulty', 'may', 'reading', 'writing', 'highly', 'recommend', 'course', 'fellow', 'teacher', 'matter', 'domain']",course informative enlightening providing comprehensive initial understanding dyslexia informally assessed way teacher help student completing course given confidence efl teacher better informed detect assist student effectively difficulty may reading writing highly recommend course fellow teacher matter domain,Positive
deep-neural-network,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",5.0,"Great course. Sir starts from basics , so one has not to worry about prerequisites. Must have course for anyone interested in Deep Learning.",Coursera,1,"['great', 'course', 'sir', 'start', 'basic', 'one', 'worry', 'prerequisite', 'must', 'course', 'anyone', 'interested', 'deep', 'learning']",great course sir start basic one worry prerequisite must course anyone interested deep learning,Positive
python-network-data,Using Python to Access Web Data,5.0,"It's a great pleasure to learn how to deal with Operating systems with GUI, Powershell, and Linux. This course is definitely useful for those who wish to become a power user in operating systems.",Coursera,1,"['great', 'pleasure', 'learn', 'deal', 'operating', 'system', 'gui', 'powershell', 'linux', 'course', 'definitely', 'useful', 'wish', 'become', 'power', 'user', 'operating', 'system']",great pleasure learn deal operating system gui powershell linux course definitely useful wish become power user operating system,Positive
os-power-user,Operating Systems and You: Becoming a Power User,5.0,Great course to get iniciated with wind energy,Coursera,1,"['great', 'course', 'get', 'iniciated', 'wind', 'energy']",great course get iniciated wind energy,Positive
professional-emails-english,Write Professional Emails in English,5.0,I think this course has some of the best Python introductions! The method used here with colorful schemes is a great way to learn some abstract concepts in Python. ,Coursera,1,"['think', 'course', 'best', 'python', 'introduction', 'method', 'used', 'colorful', 'scheme', 'great', 'way', 'learn', 'abstract', 'concept', 'python']",think course best python introduction method used colorful scheme great way learn abstract concept python,Positive
science-exercise,Science of Exercise,4.0,"In this course, I used various different functionality of IBM Watson Studio.",Coursera,1,"['course', 'used', 'various', 'different', 'functionality', 'ibm', 'watson', 'studio']",course used various different functionality ibm watson studio,Positive
1032872,Build a WooCommerce eCommerce T-Shirt Store with WordPress,5.0,"Good refresher course for CSS and CSS3, Would be great to have more in-depth CSS styling details.",Udemy,1,"['good', 'refresher', 'course', 'cs', 'cs', 'would', 'great', 'depth', 'cs', 'styling', 'detail']",good refresher course cs cs would great depth cs styling detail,Positive
craft-of-plot,Creative Writing: The Craft of Plot,5.0,This course has given an insight about Artificial Intelligenece,Coursera,1,"['course', 'given', 'insight', 'artificial', 'intelligenece']",course given insight artificial intelligenece,Positive
speak-english-professionally,"Speak English Professionally: In Person, Online & On the Phone",5.0,Thank you for Course. This course is so fun.,Coursera,1,"['thank', 'course', 'course', 'fun']",thank course course fun,Positive
627032,Master ASP . NET 4 from scratch - Part 1,5.0,Excellent information as well as presentation.,Udemy,1,"['excellent', 'information', 'well', 'presentation']",excellent information well presentation,Positive
python-crash-course,Crash Course on Python,4.0,Awesome instruction. Very helpful and informative. The teachers are very enthusiastic and seem to have a broad understanding of what it takes to be successful in TESOL strategies and techniques.,Coursera,1,"['awesome', 'instruction', 'helpful', 'informative', 'teacher', 'enthusiastic', 'seem', 'broad', 'understanding', 'take', 'successful', 'tesol', 'strategy', 'technique']",awesome instruction helpful informative teacher enthusiastic seem broad understanding take successful tesol strategy technique,Positive
financial-engineering-1,Financial Engineering and Risk Management Part I,5.0,Moderately challenging and very interesting.,Coursera,1,"['moderately', 'challenging', 'interesting']",moderately challenging interesting,Positive
science-exercise,Science of Exercise,5.0,Information is decent but the audio is absolutely horrible. Cannot believe that IBM allows such thing to be published under their brand.,Coursera,1,"['information', 'decent', 'audio', 'absolutely', 'horrible', 'believe', 'ibm', 'allows', 'thing', 'published', 'brand']",information decent audio absolutely horrible believe ibm allows thing published brand,Positive
1009254,Android Dependency Injection with Dagger 2,5.0,One of the greatest game dev courses I've had the pleasure of taking on Udemy! The instructor is very knowledgeable on the subject matter and he answers when contacted. I would recommend this course to anyone who wanted to make games in Java!,Udemy,1,"['one', 'greatest', 'game', 'dev', 'course', 'pleasure', 'taking', 'udemy', 'instructor', 'knowledgeable', 'subject', 'matter', 'answer', 'contacted', 'would', 'recommend', 'course', 'anyone', 'wanted', 'make', 'game', 'java']",one greatest game dev course pleasure taking udemy instructor knowledgeable subject matter answer contacted would recommend course anyone wanted make game java,Positive
excel-essentials,Excel Skills for Business: Essentials,5.0,"Excellent course for beginners. I feel the classes are very nice, well explained, easy to follow. The instructor is incredible.",Coursera,1,"['excellent', 'course', 'beginner', 'feel', 'class', 'nice', 'well', 'explained', 'easy', 'follow', 'instructor', 'incredible']",excellent course beginner feel class nice well explained easy follow instructor incredible,Positive
1638480,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,4.0,"Angela is amazing! She took the time to explain everything in details, so I am more confident when coding because I really understand the materials. She also uses analogies and photos to explain abstract concepts, making me understand the materials better as I'm a visual person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['angela', 'amazing', 'took', 'time', 'explain', 'everything', 'detail', 'confident', 'coding', 'really', 'understand', 'material', 'also', 'us', 'analogy', 'photo', 'explain', 'abstract', 'concept', 'making', 'understand', 'material', 'better', 'visual', 'person']",angela amazing took time explain everything detail confident coding really understand material also us analogy photo explain abstract concept making understand material better visual person,Positive
dog-emotion-and-cognition,Dog Emotion and Cognition,5.0,"Thank you, this course is great. I am really thankful for taking this time to learn in this course.",Coursera,1,"['thank', 'course', 'great', 'really', 'thankful', 'taking', 'time', 'learn', 'course']",thank course great really thankful taking time learn course,Positive
craft-of-plot,Creative Writing: The Craft of Plot,4.0,This course has a good structure but it is quite basic for someone who already knows some other programming language.,Coursera,1,"['course', 'good', 'structure', 'quite', 'basic', 'someone', 'already', 'know', 'programming', 'language']",course good structure quite basic someone already know programming language,Positive
machine-learning-business-professionals,Machine Learning for Business Professionals,5.0,"Well-structured lessons, comprehensively covers planning & initiation stages of project management. The quizzes felt a little easy at times!",Coursera,1,"['well', 'structured', 'lesson', 'comprehensively', 'cover', 'planning', 'initiation', 'stage', 'project', 'management', 'quiz', 'felt', 'little', 'easy', 'time']",well structured lesson comprehensively cover planning initiation stage project management quiz felt little easy time,Positive
careerdevelopment,English for Career Development,5.0,I really enjoy this class!,Coursera,1,"['really', 'enjoy', 'class']",really enjoy class,Positive
immunologyfundamentalsimmunitybcells,Fundamentals of Immunology: Innate Immunity and B-Cell Function,5.0,very helpful in tackling the emotional setbacks and traumas and helping others in doing so.,Coursera,1,"['helpful', 'tackling', 'emotional', 'setback', 'trauma', 'helping', 'others']",helpful tackling emotional setback trauma helping others,Positive
excel-essentials,Excel Skills for Business: Essentials,5.0,"Excellent course to take! I needed a fundamental crash course on using excel for data visualizations, and I got my return on investment! ",Coursera,1,"['excellent', 'course', 'take', 'needed', 'fundamental', 'crash', 'course', 'using', 'excel', 'data', 'visualization', 'got', 'return', 'investment']",excellent course take needed fundamental crash course using excel data visualization got return investment,Positive
global-diplomacy-un,Global Diplomacy: the United Nations in the World,5.0,Very information course! I greatly enjoyed it. ,Coursera,1,"['information', 'course', 'greatly', 'enjoyed']",information course greatly enjoyed,Positive
2380820,Build Complete 2019 CMS Blog in PHP MySql PDO & Bootstrap 4,5.0,"Fantastic course, thank you Nick!",Udemy,1,"['fantastic', 'course', 'thank', 'nick']",fantastic course thank nick,Positive
